Name,Rating,Review Title,Review Date,Review Content
Doaa,5.0 out of 5 stars,Worth to buy! The best console so far,Reviewed in the United Kingdom on 11 April 2021,"This is the best console Sony has produced. To me this is the biggest generational jump ever. The system runs so fast, smooth and quiet. The design is just great. The DualSense is the greatest part of this machine. I am enjoying my PS5"
Leo,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 10 April 2021,Brilliant console.
Ciaran Taylor-Hodge,5.0 out of 5 stars,5 Stars,Reviewed in the United Kingdom on 4 February 2021,Perfect
James Harper,5.0 out of 5 stars,Realy happy with it.,Reviewed in the United Kingdom on 6 February 2021,Best game console ever made
Kalz,5.0 out of 5 stars,Beautiful 😍,Reviewed in the United Kingdom on 21 November 2020,What a beautiful machine!I was one of the lucky ones who managed to order mine on launch day!
Britmatt81,5.0 out of 5 stars,Awesome,Reviewed in the United Kingdom on 19 November 2020,Awesome machine
Jose Varela,5.0 out of 5 stars,Amazing service!,Reviewed in the United Kingdom on 11 April 2021,"I was one of the lucky ones who was able to put they hands in this amazing product, order my PS5 from Amazon and delivered next day, what can I say, PS4 is good but PS5 is whole another level."
Rowan Cooper,4.0 out of 5 stars,Brilliant Product. Order was delayed though.,Reviewed in the United Kingdom on 16 March 2021,Really happy I was finally able to get hold of one of these. Did take an extra few days though as apparently there was a problem with the payment. This was resolved in a few days.
Aadil,5.0 out of 5 stars,Amazing console,Reviewed in the United Kingdom on 26 November 2020,I bought this console for my son's birthday and he absolutely loves it the driver was very nice and delivered on time  I 100 percent recommend this item to all that can get their hands on it.
frobscottle,5.0 out of 5 stars,Brilliant,Reviewed in the United Kingdom on 30 March 2021,"Purchased for my son for Christmas. He’s never off it, so I think I can assume it’s a decent bit of kit!"
Kiransharma,4.0 out of 5 stars,Big ugly beast of a machine,Reviewed in the United Kingdom on 3 December 2020,Best console thus far. Very happy with the jump in performance. Very big and hefty and an eyesore but great console
Jon Hastings,5.0 out of 5 stars,Groundbreaking next generation console 😁,Reviewed in the United Kingdom on 20 November 2020,"Sony has done it again truly outstanding next gen console, didn't know you could make a controller feel so life like 😎😎😎"
dex2403,5.0 out of 5 stars,Get one if you get the chance,Reviewed in the United Kingdom on 10 April 2021,"Does what it says on the tin, fab"
Roasty,5.0 out of 5 stars,Its for the players,Reviewed in the United Kingdom on 19 April 2021,"Big, bold and taking up most of the space on my desk but great next gen performance."
Jamie,5.0 out of 5 stars,brilliant console,Reviewed in the United Kingdom on 7 January 2021,"love playing on it, it's fast it's beautiful but its not always as quiet as people make it out to be"
Josh Simpson,5.0 out of 5 stars,Happy guy,Reviewed in the United Kingdom on 20 November 2020,Ordered at 1.00pm yesterday (19th) and received 26 hours later at about 3.00pm. Lucky enough to get it. Came packaged well and arrived safe. Easy to set up (coming from Xbox it’s all new to me). Bulky console but hopefully size means power and speed.
Tycho,5.0 out of 5 stars,Thanks Amazon,Reviewed in the United Kingdom on 20 November 2020,"Got my PS5 round 12:30 yesterday afternoon  :DThe system has nothing wrong with it, it's super quiet when running, the only time it makes any kind of noticeable sound is the disk drive when you have a disk inserted but still fairly quiet."
Ellis,5.0 out of 5 stars,Great console,Reviewed in the United Kingdom on 14 April 2021,Best next gen console. Stylish
the gold don,5.0 out of 5 stars,Excellent.,Reviewed in the United Kingdom on 30 December 2020,Excellent. No other word to describe it.
Hedgehog,5.0 out of 5 stars,So far so good 👍,Reviewed in the United Kingdom on 22 November 2020,So far so good 👍
Roosy,5.0 out of 5 stars,Can't fault it.,Reviewed in the United Kingdom on 2 April 2021,"Ordered for my partner he absolutely loves it,  great that it came the ext day as I'm a prime member. Just wish you could add more than one in your basket lol."
Harrison,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 21 February 2021,I mean what else can I say it’s the the ps5 what can really top it
andrew smart,5.0 out of 5 stars,Love this next generation console,Reviewed in the United Kingdom on 20 November 2020,This thing is a work of art. Yes it’s big but who cares yeah. The picture this produces when paired up with an OLED tv is just amazing. Also worth picking up the pulse 3D headset the sound from them is wicked.
Rob,5.0 out of 5 stars,Great.,Reviewed in the United Kingdom on 12 February 2021,You know its good.
Maged Soliman,5.0 out of 5 stars,Excellent,Reviewed in the United Kingdom on 12 April 2021,"It's a PS5, so everything is excellent honestly. Delivery was on time (2 days in total) and we'll packaged. Seals are intact."
Sean Brennan,5.0 out of 5 stars,Didn't have it stolen!,Reviewed in the United Kingdom on 20 November 2020,Came new & in perfect working condition. Best of all it wasn't stolen in the process. 10/10
Bogdan Toderesc,1.0 out of 5 stars,No protection against bots,Reviewed in the United Kingdom on 25 January 2021,21 people found this helpful
Gingertom18,5.0 out of 5 stars,PS5 IS THE BEST,Reviewed in the United Kingdom on 17 February 2021,FINALLY GOT MY PS5 TODAY. Im so thankful for amazon having stock of the ps5 yesterday. I've been after one since November and now I've finally got it.Thanks amazon!!!!!!
Andrew A.,5.0 out of 5 stars,Best PS console ever,Reviewed in the United Kingdom on 4 April 2021,"Fantastic gaming, there’s nothing wrong to be said"
RECEPTION TEAM,5.0 out of 5 stars,Spot on,Reviewed in the United Kingdom on 6 May 2021,Arrived quickly. Perfect condition
Kavit Mashru,2.0 out of 5 stars,Defective parcel,Reviewed in the United Kingdom on 22 March 2021,Parcel opened as shown in pictures. Not the right time to find my parcel in that condition with Covid... anyone could have touched the console.
anthony duffy,5.0 out of 5 stars,Fantastic,Reviewed in the United Kingdom on 28 April 2021,It’s really good. Fantastic for playing backward compatible PS4 games and they load lightning fast. Just not enough new PS5 content
Amazon Customer,1.0 out of 5 stars,SCAM,Reviewed in the United Kingdom on 27 January 2021,"Awful, it’s a scam, nothing will come so do not buy!"
Rick,3.0 out of 5 stars,Disappointing,Reviewed in the United Kingdom on 28 February 2021,"Bought at launch, only played a handful of times so have recently sold it. I don't like the home screen, no web browser so yea a bit disappointing tbh. Will be buying a PS4 pro again in the near future."
Karen Vermeulen,5.0 out of 5 stars,Great but,Reviewed in the United Kingdom on 27 November 2020,I loved it great quality. But first of all there isn’t a button to turn it off you have to use the controller which can get a irritating and It takes too long to reset and also when you really do a rush you unplug it and then it breaks it
Marv,5.0 out of 5 stars,Sony is king.,Reviewed in the United Kingdom on 5 April 2021,"Not a must-buy at the moment if you have a PS4. But for me, just replaying God of War in 4k 60fps was worth."
Papa Oj,5.0 out of 5 stars,Great,Reviewed in the United Kingdom on 22 March 2021,At long Last it's available for some...
Edward,4.0 out of 5 stars,Finally,Reviewed in the United Kingdom on 14 March 2021,"Wanted this for a long time and finally got one, didn’t live up to the hype"
Michal,5.0 out of 5 stars,Excellent,Reviewed in the United Kingdom on 2 April 2021,Absolutely fantastic. No issues. I'm very pleased.
Joao Correia,5.0 out of 5 stars,Definitely worth the excitement,Reviewed in the United Kingdom on 19 December 2020,The loading times are so much quicker and the controller just feels natural on the hands. The gameplay on PS5 games is so smooth and the haptic feedback does make the games more engaging. Definitely an upgrade and worth the price.
Ryan m,3.0 out of 5 stars,Faults but good when it’s working,Reviewed in the United Kingdom on 7 April 2021,Had a problem with connecting to the wifi and also the remote is also playing up with not connecting to the console
ronuk,5.0 out of 5 stars,Great console,Reviewed in the United Kingdom on 27 April 2021,Owned since launch.  Great console with no issues apart from some crashes early on which have been fixed with software/firmware updates.
Mr Moore,4.0 out of 5 stars,Needs games,Reviewed in the United Kingdom on 17 April 2021,"Great machine, just needs a flurry of great games to boost the 4 star to a 5."
Glenn,4.0 out of 5 stars,Great ps5 but not the controller,Reviewed in the United Kingdom on 27 November 2020,Had for 1week and the controller has broken the r2 trigger has lost its tension and its very sensitive and hard to play with
AL,5.0 out of 5 stars,PlayStation over Xbox 😂🤟🏾,Reviewed in the United Kingdom on 23 April 2021,Have had this for just over 3 weeks and I can’t complain. Very Grateful for the opportunity to secure one during limited stock and so far so great no problems whatsoever.
Jack Delaney,5.0 out of 5 stars,Best about,Reviewed in the United Kingdom on 11 January 2021,"The new console plays great and the controller matches this aswell, I have no complaints and am so glad I made the upgrade."
Amazon Customer,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 20 November 2020,"Thanks Amazon, much appreciate the 449.95 price tag, glad I was quick enough to get one for myself"
YT-JJBeats-Games,5.0 out of 5 stars,"Delayed, but worth the wait.",Reviewed in the United Kingdom on 9 April 2021,"Took me a while to get this because of the delays, but definitely worth the wait.I recommend getting one on this site, if your patient that is."
Sarah,5.0 out of 5 stars,Impressed with the whole experience :),Reviewed in the United Kingdom on 4 March 2021,Excellent console !! Thanks to Amazon for delivering swiftly :) one happy buyer :)
Matthew W.,5.0 out of 5 stars,Awesome console,Reviewed in the United Kingdom on 20 February 2021,"Stepping up from the PS4 Pro, the PS5 is just an unbelievable bit of kit. Speed is fantastic and graphics just incredible. Get one now!"
mr p r crook,5.0 out of 5 stars,Great product,Reviewed in the United Kingdom on 10 March 2021,"Brilliant, took a while to get, but well worthwhile"
Raja,5.0 out of 5 stars,Best console in the market,Reviewed in the United Kingdom on 7 March 2021,It’s simply the best console on the market right now.I would highly recommend purchasing the Pulse 3D headset and Charging station with the console! Excellent product!
Dave g,1.0 out of 5 stars,Controller don’t work,Reviewed in the United Kingdom on 25 February 2021,Controller doesn’t work all the time slow none responsive and can’t play cause of it cheap crap waste of money. Only giving one star cause a can’t do none
Jj,5.0 out of 5 stars,Brilliant 👏,Reviewed in the United Kingdom on 20 November 2020,"Managed to get this on launch day, was delivered today (20th), amazing. PlayStation have really delivered with this one 👏. Also, luckily I got mine for retail price and not one of these silly 3rd party seller prices"
Phil,4.0 out of 5 stars,DON'T GIVE IN TO SCALPERS,Reviewed in the United Kingdom on 14 December 2020,ordered on 3rd Dec came on 11th. incredible console & controller is well made. definitely worth waiting for
Mubs,5.0 out of 5 stars,No cat food,Reviewed in the United Kingdom on 27 January 2021,Atleast I wasn’t sent cat food
Banji,5.0 out of 5 stars,Great Buy,Reviewed in the United Kingdom on 14 April 2021,"fantastic machine but the fan gets noisy from time to time and it is a bit on the big side. No complaints though, absolutely love it. Will recommend to buy once they becomes available again!"
Matthew George,5.0 out of 5 stars,Great delivery,Reviewed in the United Kingdom on 19 November 2020,Great console! More wrote the review to say great job in delivery as received it around 11am on launch day which is fantastic considering how many issues others are having.Glad I pre ordered from Amazon
Amazon Customer,1.0 out of 5 stars,Scam,Reviewed in the United Kingdom on 13 February 2021,It was a scam.. £70 for PS5..
Amazon Customer,5.0 out of 5 stars,"Keep looking,it’s great",Reviewed in the United Kingdom on 28 December 2020,"Thanks Amazon,it’s so hard to get one and I was looking at the right time,the console is excellent and worth the wait"
carl mather,5.0 out of 5 stars,Fab fab fab,Reviewed in the United Kingdom on 6 March 2021,Exalted Console fast and fab graphics 👌
|Mrs B.,5.0 out of 5 stars,Happy Partner!,Reviewed in the United Kingdom on 18 February 2021,Fast delivery and on time. The other half loves it. Couldn’t fault anything.
Theo,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 12 April 2021,"Been playing x box for ages but felt that a shift to PlayStation was always gonna happen, great console, don’t know if the x box is better but buy whatever your friends have"
CalvinJames,2.0 out of 5 stars,Would be a better experience...,Reviewed in the United Kingdom on 20 November 2020,...If I wasn't one of 1000's of people who are missing a power cord. Works well as a doorstop though!
was,5.0 out of 5 stars,"Broken F5 key, but good console",Reviewed in the United Kingdom on 20 November 2020,"Had to break my F5 key to buy one, was probably worth it though."
Andrew,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 29 January 2021,Really fast compared to ps4. Astros play room with the new controller is just wow the first time you use it then after a few days becomes the normal but still really cool.
Shaun Hill,5.0 out of 5 stars,Impressed :),Reviewed in the United Kingdom on 7 March 2021,"No issues with this new console. Very quick loading times, no fan issues compared to the PS4 and overall better graphics. Quick delivery via prime and security upon delivery was of a high standard."
Saad Farooq,4.0 out of 5 stars,finally managed to get one!,Reviewed in the United Kingdom on 21 April 2021,"Finally managed to get a PS5, was looking for such a long time, and amazon came through. The graphics are insane, and the quality is just sublime"
sajid patel,5.0 out of 5 stars,5 Stars,Reviewed in the United Kingdom on 23 November 2020,Unbelievable
Mahan Singh,4.0 out of 5 stars,Faster,Reviewed in the United Kingdom on 8 December 2020,SSD faster for ps5 games.
kt,5.0 out of 5 stars,P,Reviewed in the United Kingdom on 22 February 2021,Kids love it 😀
Aaron,5.0 out of 5 stars,Best next gen console!,Reviewed in the United Kingdom on 11 January 2021,"Long awaited, arrived well and safely packaged. Perfect gift for a friend. Hope I can purchase another for my self soon"
raf,5.0 out of 5 stars,It’s amazing,Reviewed in the United Kingdom on 9 May 2021,Great console took forever to get my hands on one but managed through Amazon.
JB,5.0 out of 5 stars,I just loved it. Amazing console.,Reviewed in the United Kingdom on 28 January 2021,Absolutely amazing.Glad I was one of the lucky ones to get it.
Mrs S.,5.0 out of 5 stars,Very smooth and quiet,Reviewed in the United Kingdom on 20 February 2021,"Amazing, definitely worth the wait :)"
Mark,5.0 out of 5 stars,Great console worth the money,Reviewed in the United Kingdom on 20 November 2020,Great console amazing graphics with the 4K tv. PlayStation done an excellent job with the built in game showing off the full capabilities of the new controller. Arrived next day with Prime no problems.
Prub Gill,5.0 out of 5 stars,Fantastic console,Reviewed in the United Kingdom on 17 December 2020,Best console I've had in terms of surf and quality.Amazon's service throughout was superb.
norman s.,5.0 out of 5 stars,Awesome 👍👍👍👍,Reviewed in the United Kingdom on 22 November 2020,Awesome machine well made
Johnny Boy,5.0 out of 5 stars,What a console,Reviewed in the United Kingdom on 24 November 2020,Saved up for last 7 months to get this and was so happy to acquire one
Toby,5.0 out of 5 stars,Very pleased,Reviewed in the United Kingdom on 31 March 2021,The ps5 is running very well so far couldt be happier the controller has so many new functions this is the best console in my opinion even though I've had an xbox for 6 years
Coleen Mooney,5.0 out of 5 stars,AMAZING,Reviewed in the United Kingdom on 20 November 2020,This product is absolutely amazing. I snagged a pre order back in September and have been waiting ever since. It said it would be arriving Tuesday but arrived 10AM today. Incredible delivery and tofu to is great
David Hartley,5.0 out of 5 stars,Got one!,Reviewed in the United Kingdom on 10 April 2021,Thanks my son is so happy with this! Can’t say anything that hasn’t been said! It’s a beast.
mr j ecclestone,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 22 November 2020,Really great console. Came well wrapped and protected and came earlier than expected!
Paul J,5.0 out of 5 stars,Ps5 the best one yet,Reviewed in the United Kingdom on 25 April 2021,Amazing products so much technology a great buy
Jo Daly,5.0 out of 5 stars,"Great, received today via tracked delivery:-)",Reviewed in the United Kingdom on 20 November 2020,Amazing thank you
Terry Rivers,5.0 out of 5 stars,Best Console,Reviewed in the United Kingdom on 19 March 2021,"Awesome Kit, works perfectly 👌"
MATT REYNOLDS,5.0 out of 5 stars,QUICK PLUS AMAZING CONTROLLER,Reviewed in the United Kingdom on 22 November 2020,Best console ever made but whats better is the controller its a next gen controller and it leaves anything xbox has ever made behind
Amazon Customer,2.0 out of 5 stars,Great console - when it works,Reviewed in the United Kingdom on 19 January 2021,Great console when it works but I am still having intermittent issues and random reboots. Thankfully full manufacturer reset fixes it but it is long process.
Neoepidemic,5.0 out of 5 stars,PS5 (Exactly what you expect it to be),Reviewed in the United Kingdom on 21 March 2021,Exactly what I was after. No issues to report.
Darren Hook,5.0 out of 5 stars,Happy camper,Reviewed in the United Kingdom on 18 December 2020,Amazing! Nothing else to be said +++
Gurps S.,5.0 out of 5 stars,Great next gen console,Reviewed in the United Kingdom on 30 November 2020,"Great console, you won’t be disappointed"
Chris,5.0 out of 5 stars,Brilliant,Reviewed in the United Kingdom on 8 February 2021,"Brilliant console. Quick, slick and good upgrade on PS4"
Keiran,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 1 May 2021,Amazing performance wayyyy better than the ps4 :) 😀 design is incredible super modern and by the way I added the rainbow light bar it is not included but you can find one on ebay
stephen,5.0 out of 5 stars,Superb,Reviewed in the United Kingdom on 4 March 2021,Super fast. Never had a console like it. Load times are unbelievable and the controller is next level for feed back. Can't recommend enough.
Bruno De Jesus,5.0 out of 5 stars,Next Gen PS5,Reviewed in the United Kingdom on 24 February 2021,Very good and very quick to load up .... excellent games console!
Aidan,5.0 out of 5 stars,Purchased for a friend.,Reviewed in the United Kingdom on 3 March 2021,Managed to secure this on release for a friend and they really appreciated it. can't say much for the actual console.
Marc,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 2 April 2021,Fantastic product
Amazon Customer,5.0 out of 5 stars,Cool,Reviewed in the United Kingdom on 20 March 2021,"Waited a while but well worth it, cool machine, doesn't sound like a 747 jet engine when playing games"
Kushal Sureka,5.0 out of 5 stars,Brilliant product,Reviewed in the United Kingdom on 12 April 2021,Clearly worth every penny. Wonderful console
miss sarah l mathis,5.0 out of 5 stars,Finally got one,Reviewed in the United Kingdom on 22 April 2021,Kid likes it. So that’s good
Zahid T,5.0 out of 5 stars,Great console,Reviewed in the United Kingdom on 5 April 2021,"Great console, when I eventually got my hand on it!"
Jason,5.0 out of 5 stars,Woth the price,Reviewed in the United Kingdom on 7 January 2021,Works grate love it
Ray,5.0 out of 5 stars,Brilliant!!!,Reviewed in the United Kingdom on 25 November 2020,Brilliant!!!
Smarts,1.0 out of 5 stars,"Wow, this is bad.",Reviewed in the United Kingdom on 27 April 2021,Terrible. Useless.
Si Fisher,5.0 out of 5 stars,Amazing console,Reviewed in the United Kingdom on 20 November 2020,"Amazing console, so much better than the old one, no loading times, amazing graphics, the control feels amazing with the new dual sense features! So Glad I preordered!"
Shabnam Akram,5.0 out of 5 stars,It’s very sleek design and very quite to play,Reviewed in the United Kingdom on 19 March 2021,My son love it very quite and very fast
Pault,5.0 out of 5 stars,Amazing if you can get one,Reviewed in the United Kingdom on 15 February 2021,"Fantastic controller, lightening quick to get into games, 60fps as standard in most games and best of all a mountain of first party exclusives."
mrs clair quilliam mills,5.0 out of 5 stars,Fab,Reviewed in the United Kingdom on 17 March 2021,Can't believe I got it and pulled of the suprise for hubby thanks to amazon
Jesus Heredia Ferrer,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 25 February 2021,It is AMAZING. Super smooth and works perfectly
Tom,5.0 out of 5 stars,INCREDIBLE!,Reviewed in the United Kingdom on 20 November 2020,Can’t fault this. Always been a PlayStation fan ever since PS1 and Sony have out done themselves on this fantastic machine. So many new and exciting features. I highly recommend!
Jemma porter,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 26 January 2021,My 12 year old is over the moon he has gone from Xbox to this and what a different game he said the graphics to how fast the games load too 😊
Normunds,5.0 out of 5 stars,Best Console ever,Reviewed in the United Kingdom on 23 February 2021,This is my first PlayStation and I can't say any bad word about it. In my opinion it is the best console at the moment. Graphics and frame rate is on top.
Hassan,5.0 out of 5 stars,Well done sony,Reviewed in the United Kingdom on 28 November 2020,Brilliant gaming console amazing next gen controller hands down best controller on the market
Suraj Rathod,5.0 out of 5 stars,Perfect Gift,Reviewed in the United Kingdom on 31 January 2021,"I had purchased this as a Christmas present for my bother, he was pleased since he had no luck on his end trying to get this PS5"
suep,5.0 out of 5 stars,Graphic games delight,Reviewed in the United Kingdom on 23 November 2020,Excellent product quality highly recommend
destrodark28,5.0 out of 5 stars,Great,Reviewed in the United Kingdom on 19 March 2021,Perfect
monty,5.0 out of 5 stars,FANTASTIC,Reviewed in the United Kingdom on 7 March 2021,Absolutely over the moon my son was when he recieved this item
Ash.I,5.0 out of 5 stars,Love it!,Reviewed in the United Kingdom on 22 November 2020,Great!
Clare biggins,5.0 out of 5 stars,Fantastic,Reviewed in the United Kingdom on 19 March 2021,Yeah son was over the moon
Pantsu-san,5.0 out of 5 stars,The best,Reviewed in the United Kingdom on 18 January 2021,Quite simply 'The Best Place to Play' - if you can find one!
Guiseppe T.,5.0 out of 5 stars,Excellent,Reviewed in the United Kingdom on 11 April 2021,Prompt and secure deliveryHighly recommended
Craig Hadfield,5.0 out of 5 stars,Fantastic,Reviewed in the United Kingdom on 1 April 2021,"Fantastic console, love the design and graphics are brilliant. Very quick service from Amazon too, lucky enough to get one and delivered the next day"
Ali,5.0 out of 5 stars,Ps5 recieved,Reviewed in the United Kingdom on 21 November 2020,Mine is perfect no errors or issues. Thsnkyou. Lie sideway liquid metal covers whole cpu. Upright not sure tbh.
Matt Holland,5.0 out of 5 stars,Top Draw,Reviewed in the United Kingdom on 4 May 2021,A lot of talk about problems but so far so good no issues and it is class. Getting hold of one was a challenge but when you do get one it’s definately worth it!
denizhan ozkara,5.0 out of 5 stars,superb,Reviewed in the United Kingdom on 1 April 2021,superb!
Adam Fletcher,5.0 out of 5 stars,Amazing console!,Reviewed in the United Kingdom on 17 March 2021,Fantastic bit of kit. Got mine end of January and it's 100% worth the wait. Used stockinformer to alert me when they were available.
Shaun,5.0 out of 5 stars,Perfect,Reviewed in the United Kingdom on 24 November 2020,Really happy! Can't fault Amazon for delivering on day one without any issues despite the current situation!
Lewis Vickers,5.0 out of 5 stars,finally got one,Reviewed in the United Kingdom on 3 February 2021,"i waited and now i was finally able to buy a ps5, graphics and speed is so much better compared to ps4."
Vivek,5.0 out of 5 stars,Great console and service,Reviewed in the United Kingdom on 27 November 2020,Great console. I got it on the first day with no issues. Great packaging and service.
Sam Kirk,5.0 out of 5 stars,Well worth the money !,Reviewed in the United Kingdom on 20 November 2020,Amazing !! 🕹🎮
Mr Arashjot S Aulak,4.0 out of 5 stars,Ps5 disc,Reviewed in the United Kingdom on 13 January 2021,great device delivered on the expected day. Great console a huge step up from the ps4
qasim farooq,5.0 out of 5 stars,PS5,Reviewed in the United Kingdom on 16 February 2021,Its a ps5
Alex Brunt,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 6 February 2021,"Happy I managed to get one arrived on release day, pictures are old now haha. Brilliant console"
Amazon Customer,4.0 out of 5 stars,"Great console, noisy disc drive.",Reviewed in the United Kingdom on 30 April 2021,"Its great as you'd expect. Its huge, bigger than you think. My only gripe is how noisy it is when playing a game disc. Not quite a good a XSX but decent 👌"
Spectre,5.0 out of 5 stars,Great step up from PS4!,Reviewed in the United Kingdom on 18 February 2021,4 months waiting for this thing and it couldn't be more worth it... Lightning fast load times and 4K 60hz has to be seen to be believed... Well done Sony!
Alan Sugar,5.0 out of 5 stars,Great profit,Reviewed in the United Kingdom on 22 November 2020,Great product. Arrived yesterday and sold today for £800. Don't know any other product that provides this level of profit in such a short turnaround. Would definitely buy again.
Amazon Customer,5.0 out of 5 stars,Awasome,Reviewed in the United Kingdom on 24 April 2021,Super fast
Darryl,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 18 February 2021,"I’m just simply amazed I got one hahaha other than that is is amazing, bigger and heavier than expected but fantastic already great work Sony"
King,5.0 out of 5 stars,Great machine,Reviewed in the United Kingdom on 16 April 2021,Living up to expectations
Anonymous,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 17 April 2021,A1
Jordan,5.0 out of 5 stars,Top qaulity,Reviewed in the United Kingdom on 27 March 2021,A*
Anthony Valentine,5.0 out of 5 stars,Great controllers,Reviewed in the United Kingdom on 20 November 2020,"Spot on, great to have a updated PlayStation as previous turned into a harrier jet.First game of warzone was a win. Love the controller 💪🏼👍🏻"
Simon smith,5.0 out of 5 stars,Very good product,Reviewed in the United Kingdom on 19 November 2020,Very good product
monkey500,5.0 out of 5 stars,Awesome!,Reviewed in the United Kingdom on 21 November 2020,Awesome in every way. Buy one!
Robby,5.0 out of 5 stars,Definitely recommend,Reviewed in the United Kingdom on 9 December 2020,"Proper solid console! Games are limited for now but functionality is amazing. You can still play with friends who are on ps4 on some games, and can still join ps4 parties."
Amazon Customer,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 30 April 2021,Nex gen
blake spencer,5.0 out of 5 stars,Impressive,Reviewed in the United Kingdom on 27 December 2020,Was very lucky to get one of release day and don’t regret the grind on getting one. Looks good next to my TV and the performance is amazing best purchase this year.
Jose Gahan,4.0 out of 5 stars,Box came in ripped,Reviewed in the United Kingdom on 20 November 2020,"Product in perfect condition cover box ripped and original seal looked manipulated. Despite that, the console works fine."
Bryan Murray,5.0 out of 5 stars,Whats dreams are made off,Reviewed in the United Kingdom on 11 April 2021,Just wonderful all you expect and more from playstation
RioR77,5.0 out of 5 stars,Worth the wait. Elite gaming console,Reviewed in the United Kingdom on 25 March 2021,Superb graphics and speed. The controller feels immense
james lyon,5.0 out of 5 stars,Get one if you can,Reviewed in the United Kingdom on 1 April 2021,"It’s actually real! And it is awesome! It big and has a unique look, can’t wait to play everything I’ve been waiting for."
FarhXd,5.0 out of 5 stars,Powerful console,Reviewed in the United Kingdom on 21 March 2021,Next gen gaming just got a whole lot better!Kept this downstairs for everyone to use
Amazon Customer,5.0 out of 5 stars,Great console,Reviewed in the United Kingdom on 27 February 2021,It is a powerful console. I recommend for everyone who like playing game.
Peter Roberts,1.0 out of 5 stars,£900-£1999!,Reviewed in the United Kingdom on 20 November 2020,20 people found this helpful
Callum Cairns,5.0 out of 5 stars,Mr,Reviewed in the United Kingdom on 29 March 2021,Poggers
Josh,5.0 out of 5 stars,Worth every penny,Reviewed in the United Kingdom on 20 November 2020,"Managed to order one yesterday, arrived today. Worth every penny and all the hassle! Amazon need more stock though."
Mark,5.0 out of 5 stars,I hardly feel anyone is checking reviews on this,Reviewed in the United Kingdom on 28 December 2020,It’s the ps5. Everyone knows about it
Amazon Customer,5.0 out of 5 stars,This is a great console !,Reviewed in the United Kingdom on 16 December 2020,The product is really great. I liked its design very much. and it works pretty quietly. Thank you very much amazon for providing me this product.
Jack Lyle,5.0 out of 5 stars,Great customer service,Reviewed in the United Kingdom on 30 March 2021,Really enjoy my PS5 however my controller stopped working correctly after a week but Amazon were really helpful in rectifying the situation
Amazon Customer,5.0 out of 5 stars,5*,Reviewed in the United Kingdom on 19 November 2020,Excellent.
hollie,5.0 out of 5 stars,Amazing,Reviewed in the United Kingdom on 4 March 2021,Mint thanks ! Perfectly packaged and my boyfriend is well impressed
Alex,5.0 out of 5 stars,Exactly as wanted,Reviewed in the United Kingdom on 18 March 2021,"Came very quickly, easy to get once available although obviously had to be prepared. Works perfectly."
Amazon Customer,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 20 April 2021,Everything i wanted love playstation
niall,5.0 out of 5 stars,Love it 🔥💦,Reviewed in the United Kingdom on 20 November 2020,I have the product. It's great! Love it
Chris nolan,5.0 out of 5 stars,Next gen,Reviewed in the United Kingdom on 27 January 2021,Really good console but its the controller thats worth it. Amazon please never tell me my order is late ever again however.
Basil,5.0 out of 5 stars,Ps5,Reviewed in the United Kingdom on 19 November 2020,Yeah so far so good no problems Seems to be working fine
Aaron Axcell,5.0 out of 5 stars,Wow :),Reviewed in the United Kingdom on 19 November 2020,Absolutely brilliant #nextgen
Adam,5.0 out of 5 stars,Everything I hoped for,Reviewed in the United Kingdom on 31 March 2021,Love the new console! The new controller is brilliant
Ronnie Dewey,5.0 out of 5 stars,Brilliant console,Reviewed in the United Kingdom on 29 April 2021,5 stars
Elliot Stoney,5.0 out of 5 stars,The best playstation YET,Reviewed in the United Kingdom on 1 May 2021,It's a PS5. I managed to grab one for the second they were available. What's more to love! Just need some more games now!
Amazon Customer,5.0 out of 5 stars,Sony have created an amazing machine.,Reviewed in the United Kingdom on 3 May 2021,Absolutely love this console. Had no issues whatsoever with it. Sony have created an amazing machine. Very happy with it.
Reece,5.0 out of 5 stars,Keeping me busy,Reviewed in the United Kingdom on 26 March 2021,No problems so far been enjoying it through lockdown
Dan,5.0 out of 5 stars,PS5,Reviewed in the United Kingdom on 20 November 2020,Awesome Console really fast launching into a game no loading times amazing graphics
Amazon Customer,5.0 out of 5 stars,Good product,Reviewed in the United Kingdom on 18 February 2021,Very happy with this product. I have a very happy 11 year old ordered on the 16th and was delivered 17th great service.
